location,bhk,built_up_area,transaction,status,furnishing,facing,bathroom,floor_category,luxury_category,price
vesu,5,5302,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,4.24
vesu,4,3075,New Property,Under Construction,Unfurnished,South -West,3,Low Floor,Medium,1.84
vesu,5,5276,New Property,Under Construction,Unfurnished,South -West,4,Mid Floor,Medium,3.0
vesu,4,3422,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.68
vesu,3,2829,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,2.0
vesu,4,2057,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.01
vesu,3,2538,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.6
vesu,4,2870,Resale,Ready to Move,Furnished,East,3,Mid Floor,Medium,2.5
vesu,4,3398,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.03
pal,4,3770,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.3
vesu,4,3350,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.2
vesu,4,1906,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,1.7
vesu,4,3200,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.82
vesu,3,2550,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.65
pal,5,6400,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.74
vesu,5,4675,New Property,Under Construction,Unfurnished,North,4,Mid Floor,Medium,3.18
dumas road/hazira,6,8300,New Property,Under Construction,Unfurnished,East,5,High Floor,High,8.13
pal,4,3261,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.84
vesu,4,2156,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.27
vesu,3,2500,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.7
vesu,4,3800,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.28
vesu,4,3376,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.93
vesu,4,3401,New Property,Under Construction,Unfurnished,North - West,3,Low Floor,Medium,1.9
pal,5,4370,New Property,Under Construction,Unfurnished,East,4,High Floor,Medium,2.7
vesu,4,4436,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.59
vesu,4,1936,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,1.92
althan,3,2570,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.69
vesu,4,3133,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.13
pal,5,6300,Resale,Ready to Move,Unfurnished,East,4,High Floor,High,4.73
vesu,4,3510,New Property,Under Construction,Unfurnished,East,3,Low Floor,Medium,2.39
dumas road/hazira,4,4500,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.74
vesu,3,2741,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.65
pal,4,1892,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,1.73
vesu,4,4200,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.52
vesu,4,3211,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.85
vesu,4,3636,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.61
athwalines,6,7123,New Property,Under Construction,Unfurnished,East,5,Low Floor,High,14.0
vesu,4,2236,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,2.07
athwalines,4,5500,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,4.5
vesu,5,4675,New Property,Under Construction,Unfurnished,South -West,4,Mid Floor,Medium,3.18
vesu,5,3630,New Property,Ready to Move,Unfurnished,North - East,4,Mid Floor,Medium,4.08
pal,4,3755,New Property,Under Construction,Unfurnished,East,3,High Floor,Medium,1.86
pal,5,3377,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,Medium,3.26
vesu,4,4800,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.54
vesu,4,4000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.92
vesu,4,4600,New Property,Under Construction,Unfurnished,East,3,Low Floor,Medium,3.22
vesu,4,2100,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.89
vesu,4,1815,New Property,Under Construction,Unfurnished,North - East,3,Mid Floor,Medium,1.65
vesu,4,4150,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,3.11
vesu,4,4400,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.34
vesu,4,4000,New Property,Ready to Move,Unfurnished,North - West,3,High Floor,Medium,2.6
pal,5,5700,New Property,Under Construction,Unfurnished,East,4,High Floor,Medium,3.7
vesu,6,5841,New Property,Under Construction,Unfurnished,East,5,Mid Floor,High,5.5
vesu,3,2800,New Property,Under Construction,Unfurnished,West,2,Mid Floor,Medium,1.7
dumas road/hazira,4,3800,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.71
vesu,4,3376,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.0
vesu,3,2565,New Property,Under Construction,Unfurnished,North - West,2,Mid Floor,Medium,1.68
vesu,4,2090,New Property,Ready to Move,Unfurnished,North - East,3,High Floor,Medium,1.97
vesu,5,9222,New Property,Under Construction,Unfurnished,East,4,High Floor,High,7.19
dumas road/hazira,4,1848,New Property,Under Construction,Unfurnished,North,3,Mid Floor,Medium,1.88
vesu,4,3450,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.58
vesu,4,3500,New Property,Under Construction,Unfurnished,South - East,3,Mid Floor,Medium,2.11
vesu,4,3211,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.69
pal,4,2266,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.26
vesu,5,8000,New Property,Under Construction,Unfurnished,East,4,Mid Floor,High,7.6
dumas road/hazira,4,3900,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.75
vesu,6,9962,Resale,Ready to Move,Unfurnished,South -West,5,Low Floor,High,6.47
vesu,4,4604,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.15
vesu,4,2473,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,3.23
vesu,5,5553,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,4.16
vesu,4,3400,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.95
vesu,6,7500,New Property,Under Construction,Unfurnished,North - West,5,Mid Floor,High,5.4
vesu,4,3600,New Property,Under Construction,Unfurnished,East,3,High Floor,Medium,1.9
pal,4,2769,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.11
athwalines,4,6095,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,5.48
dumas road/hazira,4,4000,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.8
vesu,3,2830,New Property,Ready to Move,Unfurnished,West,2,High Floor,Medium,1.88
vesu,5,3449,New Property,Ready to Move,Unfurnished,North - East,4,Mid Floor,Medium,3.9
vesu,5,6000,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,4.38
dumas road/hazira,5,5500,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,4.01
vesu,4,3325,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.18
vesu,5,7150,New Property,Under Construction,Unfurnished,North - East,4,Mid Floor,High,5.72
vesu,3,2500,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.62
vesu,4,3700,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.1
dumas road/hazira,4,4200,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.89
vesu,3,2735,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.88
vesu,4,2057,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,2.07
vesu,5,5400,New Property,Ready to Move,Unfurnished,South -West,4,Mid Floor,Medium,4.05
dumas road/hazira,4,3400,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.93
vesu,5,7150,New Property,Under Construction,Unfurnished,South -West,4,Mid Floor,High,5.36
vesu,5,5000,New Property,Under Construction,Unfurnished,North - East,4,Mid Floor,Medium,3.5
adajan,4,4850,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.3
vesu,4,3047,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.8
dumas road/hazira,4,3600,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.62
vesu,4,2783,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,3.15
vesu,4,4000,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.72
althan,3,1542,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.61
vesu,4,4000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.8
vesu,6,5800,New Property,Under Construction,Unfurnished,North - East,5,Mid Floor,High,5.51
dumas road/hazira,5,5348,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,Medium,4.71
dumas road/hazira,4,3700,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.66
katargam,4,2046,Resale,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,1.9
vesu,5,7150,New Property,Ready to Move,Unfurnished,East,4,Low Floor,High,6.1
althan,4,3080,New Property,Ready to Move,Furnished,East,3,Low Floor,Medium,3.7
vesu,5,5124,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.63
athwalines,4,3900,Resale,Ready to Move,Unfurnished,North,3,Mid Floor,Medium,2.14
vesu,5,5900,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,4.07
vesu,4,3500,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.0
vesu,4,2118,New Property,Under Construction,Unfurnished,North - East,3,Mid Floor,Medium,1.99
vesu,3,2600,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.61
vesu,4,5800,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,5.52
vesu,4,2118,New Property,Under Construction,Unfurnished,North - East,3,Mid Floor,Medium,2.27
vesu,4,3350,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.15
vesu,5,5000,New Property,Under Construction,Unfurnished,South -West,4,Mid Floor,Medium,3.0
vesu,4,3830,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.5
vesu,4,3800,New Property,Ready to Move,Unfurnished,North - East,3,Low Floor,Medium,2.58
dumas road/hazira,4,3600,New Property,Under Construction,Unfurnished,West,3,Mid Floor,Medium,1.62
vesu,4,5000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.0
vesu,4,1906,New Property,Under Construction,Unfurnished,East,3,High Floor,Medium,2.05
vesu,4,4350,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.39
vesu,4,3400,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.01
vesu,4,2904,New Property,Under Construction,Unfurnished,South - East,3,Mid Floor,Medium,3.54
vesu,4,3400,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.8
vesu,5,6800,New Property,Under Construction,Unfurnished,East,4,High Floor,High,5.52
vesu,4,4200,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.1
vesu,5,3479,New Property,Under Construction,Unfurnished,North - East,4,Mid Floor,Medium,4.24
vesu,4,3600,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.05
vesu,5,6200,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,4.65
vesu,3,1755,New Property,Under Construction,Unfurnished,North - West,2,Mid Floor,Medium,1.79
vesu,4,3113,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.03
vesu,5,5700,New Property,Under Construction,Unfurnished,South -West,4,Mid Floor,Medium,3.76
vesu,4,4100,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.66
althan,4,4100,New Property,Ready to Move,Unfurnished,North - West,3,Low Floor,Medium,2.87
vesu,4,3550,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.47
dumas road/hazira,4,3600,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.8
vesu,4,3810,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.35
vesu,4,3693,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.03
vesu,4,3000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.86
vesu,3,2650,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.67
dumas road/hazira,5,6800,New Property,Under Construction,Unfurnished,East,4,High Floor,High,3.53
vesu,5,5124,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.48
vesu,3,2750,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.73
vesu,4,3500,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.27
vesu,4,5500,Resale,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,3.5
vesu,4,3000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.71
vesu,4,3800,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.46
vesu,4,2299,New Property,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,2.47
vesu,4,4100,New Property,Ready to Move,Unfurnished,West,3,Mid Floor,Medium,2.87
vesu,6,7500,New Property,Under Construction,Unfurnished,East,5,High Floor,High,6.37
vesu,4,3400,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.04
vesu,4,3100,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.01
vesu,3,2780,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.66
vesu,7,5142,New Property,Under Construction,Unfurnished,East,6,High Floor,High,7.22
vesu,5,5000,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,Medium,4.0
vesu,4,3080,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.92
vesu,4,2118,New Property,Ready to Move,Unfurnished,South - East,3,Mid Floor,Medium,2.1
vesu,4,1843,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.8
vesu,4,4000,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,3.2
vesu,4,3275,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.18
vesu,4,3500,New Property,Under Construction,Unfurnished,North - East,3,Mid Floor,Medium,2.34
vesu,5,2632,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,Medium,3.13
vesu,5,6000,New Property,Ready to Move,Furnished,East,4,Mid Floor,High,4.8
vesu,3,3425,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,2.26
vesu,4,4000,New Property,Under Construction,Unfurnished,South - East,3,Mid Floor,Medium,2.8
dumas road/hazira,6,5203,New Property,Under Construction,Unfurnished,East,5,Mid Floor,High,4.3
athwalines,6,9000,New Property,Under Construction,Unfurnished,South -West,5,Mid Floor,High,7.65
vesu,4,2574,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,3.92
vesu,5,3328,New Property,Under Construction,Unfurnished,South - East,4,Mid Floor,Medium,4.41
althan,5,5553,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,Medium,4.14
dumas road/hazira,3,3000,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,2.55
vesu,5,4500,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.24
vesu,4,2420,New Property,Under Construction,Unfurnished,North - East,3,Mid Floor,Medium,3.21
vesu,4,2510,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,3.23
pal,4,4500,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.59
vesu,6,8000,New Property,Under Construction,Unfurnished,East,5,High Floor,High,4.32
vesu,5,5000,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.5
vesu,5,3106,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.53
adajan,5,4967,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,Medium,3.97
vesu,4,3800,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.39
vesu,4,4000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.85
dumas road/hazira,4,4500,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.02
adajan,4,3100,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.86
vesu,5,3520,New Property,Ready to Move,Unfurnished,South -West,4,Mid Floor,Medium,3.59
vesu,5,6500,New Property,Ready to Move,Unfurnished,North,4,Mid Floor,Medium,3.25
vesu,4,3600,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.16
dumas road/hazira,4,5175,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,4.39
vesu,4,2420,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.92
vesu,5,9450,Resale,Ready to Move,Unfurnished,North - East,4,Mid Floor,High,4.53
vesu,4,3650,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.19
dumas road/hazira,5,9000,New Property,Under Construction,Unfurnished,East,4,Mid Floor,High,7.65
vesu,5,6000,New Property,Ready to Move,Unfurnished,South -West,4,Mid Floor,Medium,4.38
vesu,5,6271,Resale,Ready to Move,Unfurnished,North,4,Mid Floor,Medium,3.3
vesu,4,3700,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.22
pal,5,4378,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,2.52
vesu,4,2828,New Property,Ready to Move,Furnished,South -West,3,Mid Floor,Medium,1.7
vesu,5,3751,New Property,Under Construction,Unfurnished,South - East,4,Mid Floor,Medium,4.65
vesu,4,4600,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.76
vesu,3,2493,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.69
vesu,4,6500,New Property,Under Construction,Unfurnished,North - East,3,Mid Floor,Medium,4.68
pal,4,2881,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,1.75
vesu,4,4200,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,3.27
vesu,4,4000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.6
vesu,4,3550,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.13
vesu,5,5000,New Property,Under Construction,Unfurnished,South -West,4,Mid Floor,Medium,3.15
vesu,4,3500,New Property,Under Construction,Unfurnished,North - East,3,Low Floor,Medium,2.52
pal,4,4000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,2.4
dumas road/hazira,3,3006,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.95
vesu,6,6500,New Property,Under Construction,Unfurnished,East,5,Mid Floor,High,5.2
adajan,4,2855,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.68
athwalines,5,8500,New Property,Under Construction,Unfurnished,East,4,Mid Floor,High,7.22
dumas road/hazira,5,7000,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,High,5.6
vesu,4,2090,New Property,Under Construction,Unfurnished,South - East,3,Mid Floor,Medium,2.41
vesu,4,3200,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.87
vesu,4,4000,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,3.04
vesu,4,3267,New Property,Ready to Move,Unfurnished,North,3,Mid Floor,Medium,3.75
vesu,5,4200,New Property,Under Construction,Unfurnished,East,4,Mid Floor,Medium,3.19
athwalines,4,2800,Resale,Ready to Move,Unfurnished,South - East,3,Mid Floor,Medium,2.77
vesu,4,2200,New Property,Under Construction,Unfurnished,South - East,3,Mid Floor,Medium,2.03
vesu,5,3630,New Property,Under Construction,Unfurnished,North - East,4,Mid Floor,Medium,4.8
dumas road/hazira,4,3945,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,2.56
vesu,4,3700,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.14
athwalines,4,4000,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,3.4
vesu,5,7535,New Property,Ready to Move,Unfurnished,East,4,Mid Floor,High,5.12
althan,4,4580,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,2.51
